,ID,name,phone_number,address,shopimage_url,url,location_id
14,5099419,マンハッタンエクスプレス ,03-3508-1134,〒100-0006 東京都千代田区有楽町1-2-2 日比谷シャンテB1,No image,http://r.gnavi.co.jp/put21f470000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
15,6908720,ごはん cafe 両子の庄 ,03-6205-4442,〒100-0006 東京都千代田区有楽町1-2-2 日比谷シャンテB2,No image,http://r.gnavi.co.jp/np9v64380000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
16,6379502,CHINA DOLL 日比谷シャンテ店 ,03-3519-6991,〒100-0006 東京都千代田区有楽町1-2-2 日比谷シャンテB2,No image,http://r.gnavi.co.jp/5ajz68kh0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
17,g997003,やさいの王様 日比谷シャンテ店,050-3466-8966,〒100-0006 東京都千代田区有楽町1-2-2 東宝日比谷ビル別館B1,https://uds.gnst.jp/rest/img/hkd7exn20000/t_007b.jpg,https://r.gnavi.co.jp/g997003/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
18,5335791,焼酎の店楽屋 ,03-3508-9824,〒100-0006 東京都千代田区有楽町1-2-4 東宝邑楽ビル1F,No image,http://r.gnavi.co.jp/bbpy4a580000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
19,6641977,多る満 ,03-3501-0526,〒100-0006 東京都千代田区有楽町1-2-4 ,No image,http://r.gnavi.co.jp/52z7zc2w0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
20,p381100,「88」 ,050-3490-1545,〒100-0006 東京都千代田区有楽町1-2-4,https://uds.gnst.jp/rest/img/8b0twbtt0000/t_001v.jpg,https://r.gnavi.co.jp/p381100/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
21,a126900,Ｓｐｅｙｓｉｄｅ ,03-3506-0880,〒100-0006 東京都千代田区有楽町1-2-4 東宝邑楽ビル1F,https://uds.gnst.jp/rest/img/8edgn1ay0000/t_000a.jpg,https://r.gnavi.co.jp/a126900/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
22,a947900,柿安三尺三寸箸 ヌーベル日比谷店,050-3469-6252,〒100-0006 東京都千代田区有楽町1-2-2 日比谷シャンテB2,https://uds.gnst.jp/rest/img/errbpkay0000/t_000z.jpg,https://r.gnavi.co.jp/a947900/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
23,7098719,とり一 ,03-3591-4050,〒100-0006 東京都千代田区有楽町1-2-4 東宝邑楽ビル1F,No image,http://r.gnavi.co.jp/b5wwbtw50000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
24,g896301,円居 ‐MADOｙ‐ 日比谷,050-3469-4485,〒100-0006 東京都千代田区有楽町1-2-8 千代田ビル別館,https://uds.gnst.jp/rest/img/e9v823tv0000/t_00ia.jpg,https://r.gnavi.co.jp/g896301/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
25,gag8000,おねぎ ,050-3467-1766,〒100-0006 東京都千代田区有楽町1-2-8 有楽町一丁目ビル,https://uds.gnst.jp/rest/img/9ga20eh70000/t_000v.jpg,http://r.gnavi.co.jp/gag8000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
26,7386769,イタリアンバル オッタ ,03-3504-0961,〒100-0006 東京都千代田区有楽町1-3-8 2F,No image,http://r.gnavi.co.jp/ch64e1h90000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
27,g928348,イタリアンダイニングDONA 日比谷店,050-3466-5254,〒100-0006 東京都千代田区有楽町1-2-5 椿屋珈琲店ビルB1,https://uds.gnst.jp/rest/img/55665b0t0000/t_0n94.jpg,https://r.gnavi.co.jp/g928348/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
28,g928307,椿屋珈琲店 日比谷離れ,050-3477-9321,〒100-0006 東京都千代田区有楽町1-2-5 椿屋珈琲店ビル2・3F,https://uds.gnst.jp/rest/img/603g5f9h0000/t_0064.jpg,https://r.gnavi.co.jp/g928307/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
29,p458316,尺山寸水 会津屋 有楽町店,050-3461-2386,〒100-0006 東京都千代田区有楽町1-2-7 有楽町金田ビル6F,https://uds.gnst.jp/rest/img/snm8t7830000/t_0n64.jpg,https://r.gnavi.co.jp/snm8t7830000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
30,p458315,古民家個室居酒屋 尺山寸水 有楽町店,050-3461-0971,〒100-0006 東京都千代田区有楽町1-2-7 有楽町金田ビル7F,https://uds.gnst.jp/rest/img/m2wpw9fz0000/t_0nck.jpg,https://r.gnavi.co.jp/m2wpw9fz0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
31,5396703,純広東料理 慶楽 ,03-3580-1948,〒100-0006 東京都千代田区有楽町1-2-8 ,No image,http://r.gnavi.co.jp/8ns84mag0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
32,g314410,ＸＩ’ＡＮ 有楽町店,050-3461-4109,〒100-0006 東京都千代田区有楽町1-2-7 タグリート有楽町ビル,https://uds.gnst.jp/rest/img/hehha6h60000/t_0091.jpg,https://r.gnavi.co.jp/g314410/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
33,gd5d908,ペッパーランチ 有楽町店,03-5251-8310,〒100-0006 東京都千代田区有楽町1-2-6,https://uds.gnst.jp/rest/img/au8uz0d40000/t_003e.jpg,https://r.gnavi.co.jp/gd5d908/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
34,1046657,THE4thDoor ,03-5532-1333,〒100-0006 東京都千代田区有楽町1-2-6 有楽町一-ビル2F,No image,http://r.gnavi.co.jp/2cv139160000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
35,g099343,日比谷Bar 日比谷店,050-3490-0053,〒100-0006 東京都千代田区有楽町1-2-6 有楽町1丁目ビル4F,https://uds.gnst.jp/rest/img/7vnf3d2h0000/t_00kg.jpg,https://r.gnavi.co.jp/g099343/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
36,ge2b706,隠れ家個室居酒屋 鳥の利久 有楽町店,050-3476-1317,〒100-0006 東京都千代田区有楽町1-2-7 金田ビル5F,https://uds.gnst.jp/rest/img/js9ekuht0000/t_0n5c.jpg,https://r.gnavi.co.jp/js9ekuht0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
37,ge2b707,完全個室居酒屋 和心旬菜 わび蔵 有楽町店,050-3490-7037,〒100-0006 東京都千代田区有楽町1-2-7 金田ビル4F,https://uds.gnst.jp/rest/img/8de4e8m40000/t_0n5c.jpg,https://r.gnavi.co.jp/8de4e8m40000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
38,b884012,オーガニック イタリアンバル La Sana 有楽町,050-3490-3501,〒100-0006 東京都千代田区有楽町1-2-9 小川ビル1・2F,https://uds.gnst.jp/rest/img/dhuuwvz80000/t_0067.jpg,https://r.gnavi.co.jp/b884012/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
39,5427887,爐端本店 ,03-3591-1905,〒100-0006 東京都千代田区有楽町1-3-8 ,No image,http://r.gnavi.co.jp/kk5mgmph0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
40,6271563,芳蘭 ,03-3580-8868,〒100-0006 東京都千代田区有楽町1-2-9 TS日比谷ビルB1,No image,http://r.gnavi.co.jp/d87majbf0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
41,gdfv303,浪花ひとくち餃子 餃々 有楽町店,050-3469-1966,〒100-0006 東京都千代田区有楽町1-2-9,https://uds.gnst.jp/rest/img/cx5vgue00000/t_0n5c.jpg,https://r.gnavi.co.jp/cx5vgue00000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
42,a688701,日比谷 鳥こまち 本店,050-3462-6562,〒100-0006 東京都千代田区有楽町1-2-9 小川ビル3F,https://uds.gnst.jp/rest/img/apw4kfvh0000/t_006c.jpg,https://r.gnavi.co.jp/a688701/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
43,5027087,くすの木 ,03-5157-5757,〒100-0006 東京都千代田区有楽町1-2-9 有楽町小川ビル4F,No image,http://r.gnavi.co.jp/kdntcvpk0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
44,5910577,和の旬輝咲 ,03-3507-6555,〒100-0006 東京都千代田区有楽町1-2-9 有楽町小川ビル6F,No image,http://r.gnavi.co.jp/4rhw41kd0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
45,5496521,謝謝ラーメン ,03-3580-1762,〒100-0006 東京都千代田区有楽町1-3-8 ,No image,http://r.gnavi.co.jp/9dhvxt5p0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
46,5473491,祭 ,03-3508-9273,〒100-0006 東京都千代田区有楽町1-3-8 ,No image,http://r.gnavi.co.jp/gwggw6pn0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
47,5721601,日比谷 風来まき ,03-3580-0347,〒100-0006 東京都千代田区有楽町1-3-8 ,No image,http://r.gnavi.co.jp/re0jd7pr0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
48,7106428,らーめん喜丸 ,03-3504-9681,〒100-0006 東京都千代田区有楽町1-3-8 1F,No image,http://r.gnavi.co.jp/c5j6fxdd0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
49,e544001,直送霧島鶏 個室 永山本店 有楽町店,050-3462-1675,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア2F,https://uds.gnst.jp/rest/img/nzeh4vtv0000/t_00bz.jpg,https://r.gnavi.co.jp/e544001/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
50,gfh6705,有楽町 個室バル リブレット ,050-3373-0364,〒100-0006 東京都千代田区有楽町1-2-9 3F,https://uds.gnst.jp/rest/img/gzm7y6230000/t_0njl.jpg,https://r.gnavi.co.jp/gzm7y6230000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
51,gaz7100,鉄兵 有楽町店,050-3476-9511,〒100-0006 東京都千代田区有楽町1-2-9 TS日比谷ビル1・2F,https://uds.gnst.jp/rest/img/ke5m0v050000/t_001n.jpg,http://r.gnavi.co.jp/gaz7100/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
52,e981700,釜焼鳥本舗 おやひなや 有楽町店,050-3490-1745,〒100-0006 東京都千代田区有楽町1-2-9 小川ビル5F,https://uds.gnst.jp/rest/img/mdawt18c0000/t_0077.jpg,https://r.gnavi.co.jp/e981700/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
53,gd4u676,磯丸水産 有楽町日比谷店,050-3467-3857,〒100-0006 東京都千代田区有楽町1-2-10 錦ビルB1～2F,https://uds.gnst.jp/rest/img/rcb22hbn0000/t_0ny5.jpg,https://r.gnavi.co.jp/rcb22hbn0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
54,a722200,ドイツ居酒屋 ＪＳレネップ ,050-3462-3370,〒100-0006 東京都千代田区有楽町2-1-8 JR高架下,https://uds.gnst.jp/rest/img/mkju6xr00000/t_00b9.jpg,https://r.gnavi.co.jp/a722200/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
55,g045651,チーズとワインのお店 DEN HIBIYA,050-3463-0198,〒100-0006 東京都千代田区有楽町1-3-6 吉川ビルB1,https://uds.gnst.jp/rest/img/ekbaaaga0000/t_000j.jpg,https://r.gnavi.co.jp/ekbaaaga0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
56,6436604,洋麺屋五右衛門 日比谷店 ,03-3591-5531,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル2F,No image,http://r.gnavi.co.jp/cd2rg8j70000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
57,5473445,鳥ぎん 日比谷店 ,03-3504-1889,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビルB1F,No image,http://r.gnavi.co.jp/gt91ghmn0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
58,g592005,醍醐 有楽町店,050-3469-4818,〒100-0006 東京都千代田区有楽町1-6-1 第2日比谷ビル4F,https://uds.gnst.jp/rest/img/9xy6eev90000/t_004t.jpg,https://r.gnavi.co.jp/9xy6eev90000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
59,5913138,Baden Baden ,03-3508-2807,〒100-0006 東京都千代田区有楽町2-1-8 JR高架下,No image,http://r.gnavi.co.jp/d2m8ugje0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
60,6263211,つけ麺専門店三田製麺所有楽町店 ,03-3595-3807,〒100-0006 東京都千代田区有楽町1-3-7 有楽町美宝ビル1F,No image,http://r.gnavi.co.jp/p3pssyd10000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
61,7273564,ドトールコーヒーショップ 有楽町日比谷口店 ,03-3504-1821,〒100-0006 東京都千代田区有楽町1-3-7 ,No image,http://r.gnavi.co.jp/7gzwuy1k0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
62,g099300,日比谷Ｂａｒ 有楽町店,050-3466-2592,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル7F,https://uds.gnst.jp/rest/img/750ufau10000/t_00ni.jpg,https://r.gnavi.co.jp/g099300/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
63,g008501,ＳｉＡＭ ,03-3592-0053,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル10F,https://uds.gnst.jp/rest/img/rx1jm3nu0000/t_000f.gif,https://r.gnavi.co.jp/g008501/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
64,gamf500,有楽町 居酒屋 海賊 ,050-3466-6565,〒100-0006 東京都千代田区有楽町1-3-7 なる巳B1,https://uds.gnst.jp/rest/img/7py8jz9d0000/t_0nl2.jpg,https://r.gnavi.co.jp/gamf500/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
65,g099319,日比谷Ｂａｒ 日比谷４号店,050-3469-4737,〒100-0006 東京都千代田区有楽町1-3-7 なる巳ビル3F,https://uds.gnst.jp/rest/img/gy1grkd70000/t_00sp.jpg,https://r.gnavi.co.jp/g099319/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
66,g990300,炭火焼肉広場 ととり ,050-3468-5651,〒100-0006 東京都千代田区有楽町1-3-7 なる巳ビル2F,https://uds.gnst.jp/rest/img/gp0298kg0000/t_0078.jpg,https://r.gnavi.co.jp/g990300/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
67,e944801,個室 和ダイニング 蔵ノ助 有楽町店,050-3466-7105,〒100-0006 東京都千代田区有楽町１-3-7 なる巳ビル4F,https://uds.gnst.jp/rest/img/34xe0z2g0000/t_00ex.jpg,https://r.gnavi.co.jp/e944801/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
68,5473475,登運とん ,03-3508-9454,〒100-0006 東京都千代田区有楽町2-1-10 ,No image,http://r.gnavi.co.jp/s6hmeak40000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
69,6297028,もつ焼 ふじ ,03-3591-2295,〒100-0006 東京都千代田区有楽町2-1-10 ,No image,http://r.gnavi.co.jp/26vnft860000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
70,gdw0501,パーティ＆バル LOUNGE Courage‐クラージュ‐ 有楽町店,050-3462-1964,〒100-0006 東京都千代田区有楽町1-6-10 スクワール日比谷駅ビル5F,https://uds.gnst.jp/rest/img/6wd9a94z0000/t_006u.jpg,https://r.gnavi.co.jp/6wd9a94z0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
71,g045601,魚やでん ,03-5251-4747,〒100-0006 東京都千代田区有楽町1-3-6 吉川ビル1F,https://uds.gnst.jp/rest/img/6tkten050000/t_002t.jpg,https://r.gnavi.co.jp/g045601/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
72,6998066,もつ鍋×しゃぶしゃぶ 長屋のじろちょう 有楽町店 ,03-6206-1067,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエアB1,No image,http://r.gnavi.co.jp/6khr0pem0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
73,7055659,個室 もつ鍋 地酒の出浦 有楽町店 ,03-6268-8617,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル3F A,No image,http://r.gnavi.co.jp/82y19dzj0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
74,e849940,個室・うまい肴 地酒の出浦 有楽町店,050-3462-0222,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル3F,https://uds.gnst.jp/rest/img/7c952pbn0000/t_00i2.png,https://r.gnavi.co.jp/e849940/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
75,e849950,個室 和ダイニング 長屋のじろちょう ～JIROCHO～ 有楽町店,050-3463-7784,〒100-0006 東京都千代田区有楽町1-2-11 Orchid Square B1,https://uds.gnst.jp/rest/img/a0gh17zf0000/t_00aq.jpg,https://r.gnavi.co.jp/e849950/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
76,e849969,肉×クラフトビール 有楽町SORAバル ,050-3466-2520,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア8F,https://uds.gnst.jp/rest/img/fzezf2800000/t_00bv.jpg,https://r.gnavi.co.jp/e849969/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
77,gb0u700,ピザ食べ放題＆カラオケ ONE 銀座店,050-3490-0296,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア4F,https://uds.gnst.jp/rest/img/5ahmsrbb0000/t_0012.jpg,https://r.gnavi.co.jp/gb0u700/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
78,6998067,肉×クラフトビール SORAバル 有楽町店 ,03-6205-4038,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア8F,No image,http://r.gnavi.co.jp/hn82au2h0000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
79,e113133,有楽町 個室居酒屋 名古屋料理とお酒 なごや香 有楽町駅前店,03-3503-0601,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア7F,https://uds.gnst.jp/rest/img/nnmd5mu50000/t_0rzn.png,https://r.gnavi.co.jp/e113133/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
80,e113149,有楽町 個室居酒屋 柚のしずく 有楽町駅前店,03-3502-1612,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア6F,https://uds.gnst.jp/rest/img/f9pb00bs0000/t_004v.jpg,https://r.gnavi.co.jp/e113149/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
81,e113134,有楽町 個室居酒屋 赤鶏御殿 有楽町駅前店,03-3503-0510,〒100-0006 東京都千代田区有楽町1-2-11 オーキッドスクエア3F,https://uds.gnst.jp/rest/img/p3ezkecu0000/t_00fe.jpg,https://r.gnavi.co.jp/e113134/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
82,gcku368,山内農場 日比谷駅前店,03-3504-0388,〒100-0006 東京都千代田区有楽町1-6-1 第二日比谷ビル5・6F,https://uds.gnst.jp/rest/img/bn29x49n0000/t_010t.jpg,https://r.gnavi.co.jp/gcku368/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
83,6263100,いわさき ,03-3591-4740,〒100-0006 東京都千代田区有楽町1-6-9 ,No image,http://r.gnavi.co.jp/dpvws1150000/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
84,e620744,九州 熱中屋 日比谷 LIVE,050-3477-4322,〒100-0006 東京都千代田区有楽町1-6-10 日比谷スクワールビルB1,https://uds.gnst.jp/rest/img/55pd39jk0000/t_000h.jpg,https://r.gnavi.co.jp/e620744/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
85,ga48067,庄や 有楽町店,050-3476-7471,〒100-0006 東京都千代田区有楽町2-1-6 第1有楽高架橋下第4ブロックB1・1F,https://uds.gnst.jp/rest/img/dhawd6e10000/t_0nww.jpg,https://r.gnavi.co.jp/ga48067/?ak=YNHjgePn4OyPlqX6LdUA3teI3FrafXi1NDckqjh7cy4%3D,東京ドーム
